order,category,row_num,designation,name_pub,name_source,name_mast_key,name_simbad,sulentic,z,z_dv_kms,z_needs_check,sdss_flag,oiii_observable,validation_route,work_status,manmask,civ_frac_best,ciii_frac_best,mgii_frac_best,n_spectra,instruments_master,stems,measurement_provenance,companion_within_30as
327,sdss,292,J131627.84+315825.6,PB  3456,simbad,PB 3456,PB  3456,,0.463691899536254,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,PB 3456_STIS,,
328,sdss,382,J145334.13+311401.3,CSO 1075,simbad,CSO 1075,CSO 1075,,0.4643861529384748,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,CSO 1075_STIS,,
329,sdss,192,J111138.65+575030.0,2MASS J11113865+5750298,simbad,2MASS J11113865+5750298,2MASS J11113865+5750298,,0.4655455634926327,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASS J11113865+5750298_STIS,,
330,sdss,332,J140518.02+531530.0,SDSS J140518.02+531530.1,simbad,RM720,SDSS J140518.02+531530.1,,0.4679143181185927,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,RM720_STIS,,
331,sdss,230,J115449.43+013443.5,QSO J1154+0134,simbad,QSO J1154+0134,QSO J1154+0134,,0.4694367069366986,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1154+0134_COS,,
332,sdss,336,J141018.04+532937.4,SDSS J141018.04+532937.4,simbad,RM229,SDSS J141018.04+532937.4,,0.4699624136891457,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM229_STIS,,
333,sdss,97,J082024.21+233450.4,QSO J0820+2334,simbad,QSO J0820+2334,QSO J0820+2334,,0.4702859377768876,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,2,COS;STIS,QSO J0820+2334_COS;QSO J0820+2334_STIS,,
334,sdss,415,J161916.54+334238.5,QSO J1619+3342,simbad,QSO J1619+3342,QSO J1619+3342,,0.471421556235689,0.0,no,2,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,QSO J1619+3342_COS,,
335,sdss,262,J123304.05-003134.1,LBQS 1230-0015,simbad,LBQS 1230-0015,LBQS 1230-0015,,0.4716400520987808,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,LBQS 1230-0015_COS,,
336,sdss,340,J141123.42+521331.7,CXOMP J141123.4+521331,simbad,CXOMP J141123.4+521331,CXOMP J141123.4+521331,,0.4720930256692396,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,CXOMP J141123.4+521331_STIS,,
337,sdss,220,J113923.66+002301.6,[VV2000] J113923.7+002301,mast,[VV2000] J113923.7+002301,[VV2000] J113923.7+002301,,0.4721621210325112,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,[VV2000] J113923.7+002301_STIS,,
338,sdss,172,J102847.01+391800.4,[VV98] J102847.0+391758,mast,[VV98] J102847.0+391758,[VV98] J102847.0+391758,,0.4725085969907454,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,[VV98] J102847.0+391758_COS,,
339,sdss,204,J112224.14+031802.6,QSO J1122+0318,simbad,QSO J1122+0318,QSO J1122+0318,,0.4751962607956035,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,QSO J1122+0318_COS;QSO J1122+0318_STIS,,
340,sdss,281,J130112.92+590206.8,SBS 1259+593,sulentic,PG1259+593,LB  2522,yes,0.4761056550203191,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,3,COS;FOS;STIS,PG1259+593_COS;PG1259+593_FOS;PG1259+593_STIS,,
341,sdss,112,J085116.14+424328.8,US 1786,simbad,US 1786,US 1786,,0.481937232999726,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,US 1786_COS;US 1786_STIS,,
342,sdss,391,J152654.61+565512.3,2MASS J15265460+5655124,simbad,2MASS J15265460+5655124,2MASS J15265460+5655124,,0.4819870471821878,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,2MASS J15265460+5655124_STIS,,
343,sdss,351,J141724.59+523024.8,3XMM J141724.5+523025,simbad,3XMM J141724.5+523025,3XMM J141724.5+523025,,0.4820421700226696,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,3XMM J141724.5+523025_STIS,,"EGSIRAC J141726.30+523031.1 (AGN, 16"")"
344,sdss,201,J111941.12+595108.6,RX J1119.7+5951,simbad,RX J1119.7+5951,RX J1119.7+5951,,0.4874069076444123,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RX J1119.7+5951_STIS,,
345,sdss,103,J083510.36+035901.1,[VV2006] J083510.4+035901,mast,[VV2006] J083510.4+035901,[VV2006] J083510.4+035901,,0.4922651470899501,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,[VV2006] J083510.4+035901_STIS,,
346,sdss,7,J002019.22-110609.2,PB  8142,simbad,PB 8142,PB  8142,,0.4924766666950629,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,PB 8142_STIS,,
347,sdss,209,J112614.93+310146.6,LB 10193,simbad,LB 10193,LB 10193,,0.4958102286884514,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,LB 10193_STIS,,
348,sdss,98,J082658.85+061142.6,2MASS J08265888+0611428,simbad,2MASS J08265888+0611428,2MASS J08265888+0611428,,0.4960378108732581,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J08265888+0611428_STIS,,
349,sdss,404,J155048.29+400144.9,QSO J1550+4001,simbad,QSO J1550+4001,QSO J1550+4001,,0.4973878733789981,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1550+4001_COS,,
350,sdss,315,J134701.53+215401.1,2MASS J13470152+2154008,simbad,2MASS J13470152+2154008,2MASS J13470152+2154008,,0.5022094289925365,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J13470152+2154008_STIS,,
351,sdss,275,J125415.55+480850.6,[VV96] J125415.5+480850,mast,[VV96] J125415.5+480850,[VV96] J125415.5+480850,,0.5026702821830085,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,[VV96] J125415.5+480850_STIS,,
352,sdss,150,J100054.96+262242.4,2MASS J10005499+2622423,simbad,2MASS J10005499+2622423,2MASS J10005499+2622423,,0.506057516827396,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J10005499+2622423_STIS,,
353,sdss,186,J110539.79+342534.4,Ton  1329,simbad,Ton 1329,Ton  1329,,0.5099321361945791,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,Ton 1329_COS,,
354,sdss,215,J113330.30+105223.0,QSO B1130+111,simbad,1130+106Y,QSO B1130+111,,0.5106034913646944,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,1130+106Y_FOS,,
355,sdss,48,J021225.56+010056.1,PB  6739,simbad,PB 6739,PB  6739,,0.5124950634903213,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,PB 6739_COS,,
356,sdss,9,J002038.01+284230.8,SDSS J002037.93+284231.3,simbad,QSO0020+287,SDSS J002037.93+284231.3,,0.5144468180121746,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,QSO0020+287_FOS,,
357,sdss,114,J085334.22+434901.8,[HB89] 0850+440,sulentic,US 1867,US 1867,yes,0.5148567601522849,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,2,COS;FOS,US 1867_COS;US 1867_FOS,,
358,sdss,407,J155837.77+081345.7,2MASS J15583777+0813455,simbad,2MASS J15583777+0813455,2MASS J15583777+0813455,,0.5171013912709157,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,2MASS J15583777+0813455_COS;2MASS J15583777+0813455_STIS,,
359,sdss,470,J234145.51-004640.5,[VV2006] J234145.5-004640,mast,[VV2006] J234145.5-004640,[VV2006] J234145.5-004640,,0.524485126025293,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,0.0,1,STIS,[VV2006] J234145.5-004640_STIS,,
360,sdss,214,J113327.78+032719.1,QSO J1133+0327,simbad,QSO J1133+0327,QSO J1133+0327,,0.5247866998371344,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,2,COS;STIS,QSO J1133+0327_COS;QSO J1133+0327_STIS,,
361,sdss,335,J141004.27+523141.0,SDSS J141004.27+523141.0,simbad,RM305,SDSS J141004.27+523141.0,,0.5268654484508013,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM305_STIS,,
362,sdss,148,J095820.99+322401.9,3C 232,sulentic,Ton 469,Ton  469,yes,0.5300183756985366,0.0,no,2,True,uv_anchor,fit,0,1.0,1.0,1.0,3,COS;FOS;STIS,Ton 469_COS;Ton 469_FOS;Ton 469_STIS,,
363,sdss,349,J141706.67+514340.0,SDSS J141706.67+514340.2,simbad,RM694,SDSS J141706.67+514340.2,,0.5324341333055009,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM694_STIS,,
364,sdss,174,J103320.65+274024.2,2MASS J10332064+2740242,simbad,2MASS J10332064+2740242,2MASS J10332064+2740242,,0.5366955333305911,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J10332064+2740242_STIS,,
365,sdss,111,J085053.11+445122.4,US 1766,simbad,US 1766,US 1766,,0.5423139383047447,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,COS,US 1766_COS,,
366,sdss,358,J142010.24+524029.6,SDSS J142010.24+524029.6,simbad,RM301,SDSS J142010.24+524029.6,,0.5483705635048117,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM301_STIS,,
367,sdss,253,J122503.21+162406.7,LBQS 1222+1640,simbad,LBQS 1222+1640,LBQS 1222+1640,,0.5493114487048737,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,LBQS 1222+1640_COS,,"2E 1222.5+1640 (AGN, 13"")"
368,sdss,298,J132115.79+284719.6,Ton  156,simbad,TON156,Ton  156,,0.5496371458213126,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,TON156_FOS,,
369,sdss,122,J091451.42+421956.9,2MASS J09145142+4219570,simbad,2MASS J09145142+4219570,2MASS J09145142+4219570,,0.5503062464265024,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,2MASS J09145142+4219570_STIS,,
370,sdss,307,J133602.00+172512.9,PB  4007,simbad,PG1333+176,PB  4007,,0.5527732016129306,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,PG1333+176_FOS,,
371,sdss,417,J162021.80+173623.9,3C 334,sulentic,3C334.0,2E  3648,yes,0.5557573210067811,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,1.0,1,FOS,3C334.0_FOS,,
372,sdss,126,J091957.69+510610.0,NGC 2841 UB3,sulentic,NGC2841UB3,QSO B0916+512,yes,0.5569443329622199,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,NGC2841UB3_FOS,,
373,sdss,155,J100514.21+530240.0,2MASS J10051419+5302398,simbad,2MASS J10051419+5302398,2MASS J10051419+5302398,,0.5624120032253861,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,2MASS J10051419+5302398_COS,,
374,sdss,138,J094331.61+053131.4,QSO J0943+0531,simbad,QSO J0943+0531,QSO J0943+0531,,0.5660869262457968,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,COS,QSO J0943+0531_COS,,
375,sdss,339,J141115.18+515208.9,SDSS J141115.18+515208.9,simbad,RM622,SDSS J141115.18+515208.9,,0.5714794870408313,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM622_STIS,,
376,sdss,171,J102839.11+450009.4,QSO J1028+4500,simbad,QSO J1028+4500,QSO J1028+4500,,0.5842076836706303,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1028+4500_COS,,
377,sdss,267,J124154.02+572107.3,QSO J1241+5721,simbad,QSO J1241+5721,QSO J1241+5721,,0.584523031560963,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1241+5721_COS,,
378,sdss,338,J141112.71+534507.1,SDSS J141112.71+534507.1,simbad,RM267,SDSS J141112.71+534507.1,,0.5876903758638382,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,STIS,RM267_STIS,,
379,sdss,41,J015249.68+002314.7,2MASS J01524975+0023145,simbad,0152+0023,2MASS J01524975+0023145,,0.5893996319847848,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,STIS,0152+0023_STIS,,"SDSS J015249.01+002325.8 (QSO, 15"")"
380,sdss,233,J115839.91+625428.4,[HB89] 1156+631,sulentic,J11586+6254,4C 63.15,yes,0.5925190845721021,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,J11586+6254_FOS,,
381,sdss,425,J164258.78+394836.8,3C 345,sulentic,3C345,3C 345,yes,0.593415,0.1,no,2,True,uv_anchor,fit,2,1.0,1.0,1.0,1,FOS,3C345_FOS,,
382,sdss,370,J142927.29+523849.4,[VV2006] J142927.3+523849,mast,[VV2006] J142927.3+523849,[VV2006] J142927.3+523849,,0.5949813137490401,0.0,no,2,True,sdss_oiii,fit,,0.9821,0.0,0.0,1,COS,[VV2006] J142927.3+523849_COS,,
383,sdss,317,J134848.31+262219.7,QSO1348+263,mast,QSO1348+263,[VV96] J134848.3+262237,,0.5959381387080663,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.0,1,FOS,QSO1348+263_FOS,,
384,sdss,285,J130753.95+064214.1,3C 281,sulentic,3C281,3C 281,yes,0.6017533501626714,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,FOS,3C281_FOS,,
385,sdss,162,J101027.50+413239.0,FBQS J101027.5+413238,sulentic,4C41.21,7C 100725.89+414711.00,yes,0.6125954166688069,0.0,no,2,True,uv_anchor,fit,3,1.0,1.0,0.0,1,FOS,4C41.21_FOS,,
386,sdss,244,J121509.21+330955.2,Ton  1480,simbad,Ton 1480,Ton  1480,,0.6158108315502357,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,2,FOS;STIS,Ton 1480_FOS;Ton 1480_STIS,,
387,sdss,189,J110715.00+162802.3,[HB89] 1104+167,sulentic,MC1104+167,ICRF J110715.0+162802,yes,0.6303065240905434,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,FOS,MC1104+167_FOS,,
388,sdss,83,J074110.69+311159.8,6C 073759+311929,simbad,ICRF J074110.7+311200,6C 073759+311929,,0.6319561457647479,0.0,no,2,True,sdss_oiii,fit,,0.972,0.0,0.0,2,FOS;STIS,ICRF J074110.7+311200_FOS;ICRF J074110.7+311200_STIS,,
389,sdss,193,J111239.11+353928.2,QSO J1112+3539,simbad,QSO J1112+3539,QSO J1112+3539,,0.6360058726998556,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J1112+3539_COS,,
390,sdss,357,J141941.10+533649.6,SDSS J141941.10+533649.6,simbad,RM300,SDSS J141941.10+533649.6,,0.6459553822986581,0.0,no,2,True,uv_anchor,fit,1,1.0,0.9808,0.0,1,STIS,RM300_STIS,,
391,sdss,33,J011818.49+025805.7,ICRF J011818.4+025805,simbad,0115+027,ICRF J011818.4+025805,,0.6671563257126756,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.0,1,FOS,0115+027_FOS,,
392,sdss,118,J090933.52+425347.0,3C 216.0,simbad,3C216-0,3C 216.0,,0.6699145822454888,0.0,no,2,True,uv_anchor,fit,0,1.0,1.0,0.0,1,FOS,3C216-0_FOS,,
393,sdss,360,J142052.43+525622.3,[VV2006] J142052.4+525621,mast,[VV2006] J142052.4+525621,[VV2006] J142052.4+525621,,0.6779450876299261,0.0,no,2,True,uv_anchor,fit,,1.0,0.94,0.0,1,STIS,[VV2006] J142052.4+525621_STIS,,
394,sdss,106,J084047.56+131223.6,3C 207,sulentic,3C207,3C 207.0,yes,0.6797683519885304,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.9701,1,FOS,3C207_FOS,,
395,sdss,350,J141720.29+514032.2,SDSS J141720.29+514032.5,simbad,RM746,SDSS J141720.29+514032.5,,0.6826971739085261,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.06,0.0,1,STIS,RM746_STIS,,
396,sdss,203,J112129.75+123617.0,4C 12.40,simbad,MC1118+12,4C 12.40,,0.6830295641090576,0.0,no,2,True,uv_anchor,fit,2,1.0,1.0,0.9873,2,FOS;STIS,MC1118+12_FOS;MC1118+12_STIS,,
397,sdss,131,J092703.04+390220.9,[HB89] 0923+392,sulentic,J09270+3902,4C 39.25,yes,0.6950468576134012,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,0.9764,1,FOS,J09270+3902_FOS,,
398,sdss,432,J171539.84+574722.1,QSO J1715+5747,simbad,QSO J1715+5747,QSO J1715+5747,,0.6975058971258566,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.7692,0.0,1,STIS,QSO J1715+5747_STIS,,
399,sdss,145,J095632.48+512823.7,[VV2006] J095632.5+512824,mast,[VV2006] J095632.5+512824,[VV2006] J095632.5+512824,,0.7141354909228184,0.0,no,2,True,sdss_oiii,fit,,1.0,0.0,0.0,1,STIS,[VV2006] J095632.5+512824_STIS,,
400,sdss,323,J135704.46+191907.0,[HB89] 1354+195,sulentic,[OKM2018] SWIFT J1357.0+1929,4C 19.44,yes,0.7196077067036691,0.0,no,2,True,uv_anchor,fit,,1.0,1.0,0.9538,2,COS;FOS,[OKM2018] SWIFT J1357.0+1929_COS;[OKM2018] SWIFT J1357.0+1929_FOS,,
401,sdss,235,J115931.87+291443.5,Ton  599,simbad,4C29.45,Ton  599,,0.7246915169254025,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.9423,1,FOS,4C29.45_FOS,,
402,sdss,194,J111438.70+403720.1,3C 254,sulentic,3C254,3C 254,yes,0.7348010249544691,0.0,no,2,True,uv_anchor,fit,1,1.0,1.0,0.92,1,FOS,3C254_FOS,,
403,sdss,121,J091440.38+282330.6,QSO J0914+2823,simbad,QSO J0914+2823,QSO J0914+2823,,0.735609436319563,0.0,no,2,True,sdss_oiii,no_civ_coverage,0,0.0,0.0,0.0,1,COS,QSO J0914+2823_COS,,
404,sdss,30,J010737.04-001911.8,2MASS J01073702-0019115,simbad,0107-0019,2MASS J01073702-0019115,,0.7379901791928926,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,STIS,0107-0019_STIS,,
405,sdss,177,J104733.39-004700.8,QSO J1047-0047,simbad,QSO J1047-0047,QSO J1047-0047,,0.7410666405695336,0.0,no,2,True,sdss_oiii,fit,3,1.0,0.0,0.0,1,STIS,QSO J1047-0047_STIS,,
406,sdss,191,J111054.91+004853.7,2QZ J111054.9+004853,simbad,2QZ J111054.9+004853,2QZ J111054.9+004853,,0.7616487922652773,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,STIS,2QZ J111054.9+004853_STIS,,
407,sdss,474,J235321.61-002841.1,LBQS 2350-0045B,simbad,LBQS 2350-0045B,LBQS 2350-0045B,,0.7645967254752307,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,STIS,LBQS 2350-0045B_STIS,,
408,sdss,151,J100306.80+681317.4,QSO B0959+6827,simbad,0959+68W1,QSO B0959+6827,,0.7713587521779437,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,FOS,0959+68W1_FOS,,
409,sdss,399,J153934.79+473531.4,[HB89] 1538+477,sulentic,PG1538+477,PG 1538+47,yes,0.7720745622785224,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,FOS,PG1538+477_FOS,,"SDSS J153935.81+473538.0 (QSO, 12"")"
410,sdss,376,J143726.14+504555.8,7C 143544.20+505906.00,simbad,7C 143544.20+505906.00,7C 143544.20+505906.00,,0.7829173500082636,0.0,no,2,True,sdss_oiii,no_civ_coverage,,0.0,0.0,0.0,1,COS,7C 143544.20+505906.00_COS,,
411,sdss,311,J134246.24-003544.1,LBQS 1340-0020,simbad,LBQS 1340-0020,LBQS 1340-0020,,0.7867421695036091,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,STIS,LBQS 1340-0020_STIS,,
412,sdss,390,J152510.60+002633.4,QSO J1525+0026,simbad,QSO J1525+0026,QSO J1525+0026,,0.8031388423475001,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,2,COS;STIS,QSO J1525+0026_COS;QSO J1525+0026_STIS,,
413,sdss,31,J011056.92+001911.5,QSO J0110+0019,simbad,QSO J0110+0019,QSO J0110+0019,,0.8062830165193169,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,STIS,QSO J0110+0019_STIS,,
414,sdss,286,J130829.71+300539.1,PB  3344,simbad,1306+3021,PB  3344,,0.8094234182920599,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,FOS,1306+3021_FOS,,
415,sdss,401,J154420.10+591225.9,HS1543+5921,mast,HS1543+5921,[SRD2004] 20,,0.8118231558161655,0.0,no,2,True,sdss_oiii,fit,1,1.0,0.0,0.0,1,STIS,HS1543+5921_STIS,,
416,sdss,354,J141830.20+522212.4,SDSS J141830.20+522212.4,simbad,SDSS J141830.20+522212.4,SDSS J141830.20+522212.4,,0.8208482614373188,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,STIS,SDSS J141830.20+522212.4_STIS,,
417,sdss,165,J101622.61+470643.3,QSO J1016+4706,simbad,QSO J1016+4706,QSO J1016+4706,,0.8226163599706675,0.0,no,2,True,sdss_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,QSO J1016+4706_COS,,
418,sdss,42,J015318.14+000911.5,QSO J0153+0009,simbad,QSO J0153+0009,QSO J0153+0009,,0.8371579292878569,0.0,no,2,True,sdss_oiii,fit,2,1.0,0.0,0.0,1,STIS,QSO J0153+0009_STIS,,
419,sdss,362,J142112.29+524147.2,SDSS J142112.29+524147.2,simbad,SDSS J142112.29+524147.2,SDSS J142112.29+524147.2,,0.8425340437103421,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,STIS,SDSS J142112.29+524147.2_STIS,,"SDSS J142109.68+524149.7 (QSO, 24"")"
420,sdss,305,J133108.29+303032.8,3C 286,simbad,3C 286,3C 286,,0.8495430998896137,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,2,FOS;STIS,3C 286_FOS;3C 286_STIS,,
421,sdss,208,J112553.81+591021.5,SBSG 1123+594A,simbad,SBSG 1123+594A,SBSG 1123+594A,,0.8540186436278705,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,0,0.0,0.0,0.0,3,COS;FOS;STIS,SBSG 1123+594A_COS;SBSG 1123+594A_FOS;SBSG 1123+594A_STIS,,
422,sdss,224,J114847.87+105459.2,QSO B1146+112,simbad,MC1146+111,QSO B1146+112,,0.8619548042232137,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,FOS,MC1146+111_FOS,,
423,sdss,95,J081336.03+481302.4,3C 196,simbad,3C 196,3C 196,,0.870798811921011,0.0,no,2,False,uv_anchor,fit,1,1.0,1.0,1.0,2,FOS;STIS,3C 196_FOS;3C 196_STIS,,
424,sdss,276,J125438.20+114106.1,[HB89] 1252+119,sulentic,PKS1252+11,QSO B1252+119,yes,0.8750498488432586,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,FOS,PKS1252+11_FOS,,
425,sdss,57,J025616.50-012637.6,PB  6937,simbad,0253-0138,PB  6937,,0.8793399655676271,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,FOS,0253-0138_FOS,,
426,sdss,147,J095738.16+552257.6,4C 55.17,simbad,4C55-17,4C 55.17,,0.8994548748714215,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,FOS,4C55-17_FOS,,
427,sdss,149,J100017.66+000523.1,4C 00.34,simbad,4C 00.34,4C 00.34,,0.905131257489342,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,STIS,4C 00.34_STIS,,
428,sdss,430,J170634.07+361508.7,7C 170448.10+361856.00,simbad,7C 170448.10+361856.00,7C 170448.10+361856.00,,0.9166898715211488,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,STIS,7C 170448.10+361856.00_STIS,,
429,sdss,420,J162902.68+372437.0,QSO 1629+372,mast,QSO 1629+372,[VV2000] J162902.6+372434,,0.9254,7.8,no,2,False,sdss_no_oiii,iue_only,,0.0,0.0,0.0,0,,,,"[VV2000] J162902.6+372429 (QSO, 6"")"
430,sdss,418,J162439.07+234512.1,3C 336,sulentic,3C336.0,4C 23.43,yes,0.9266396761050272,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,FOS,3C336.0_FOS,,
431,sdss,433,J171623.69+565445.0,QSO J1716+5654,simbad,QSO J1716+5654,QSO J1716+5654,,0.9392134048975468,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,1,STIS,QSO J1716+5654_STIS,,
432,sdss,406,J155729.94+330446.7,7C 1555+3313,simbad,7C 1555+3313,7C 1555+3313,,0.9410762926407744,0.0,no,2,False,sdss_no_oiii,fit,2,1.0,0.0,0.0,2,COS;FOS,7C 1555+3313_COS;7C 1555+3313_FOS,,
433,sdss,99,J083052.09+241059.5,7C 082754.29+242103.00,simbad,ICRF J083052.0+241059,7C 082754.29+242103.00,,0.942441182201089,0.0,no,2,False,uv_anchor,fit,1,1.0,1.0,0.9091,2,FOS;STIS,ICRF J083052.0+241059_FOS;ICRF J083052.0+241059_STIS,,"LAMOST J083051.52+241112.4 (QSO, 15"")"
434,sdss,190,J110936.35+005110.7,QSO J1109+0051,simbad,QSO J1109+0051,QSO J1109+0051,,0.9588849842035948,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,STIS,QSO J1109+0051_STIS,,
435,sdss,225,J114931.75+223028.3,2MASS J11493175+2230285,simbad,2MASS J11493175+2230285,2MASS J11493175+2230285,,0.9621238172597052,0.0,no,2,False,sdss_no_oiii,no_civ_coverage,1,0.0,0.0,0.0,1,COS,2MASS J11493175+2230285_COS,,
436,sdss,310,J134213.24+602142.8,3C 288.1,simbad,3C 288.1,3C 288.1,,0.9628518226516242,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,2,FOS;STIS,3C 288.1_FOS;3C 288.1_STIS,,
437,sdss,256,J122558.44-005226.7,QSO J1225-0052,simbad,QSO J1225-0052,QSO J1225-0052,,0.9636067293003566,0.0,no,2,False,sdss_no_oiii,fit,1,1.0,0.0,0.0,1,STIS,QSO J1225-0052_STIS,,
